,year,state,state_po,county,total,dem,gop,AGE18PLUS_TOT
1857,2020,Ohio,OH,MUSKINGUM COUNTY,39698,11755,27334,66777
1858,2020,Ohio,OH,NOBLE COUNTY,6216,1156,5024,11732
1859,2020,Ohio,OH,OTTAWA COUNTY,23488,8847,14285,33194
1860,2020,Ohio,OH,PAULDING COUNTY,9262,2172,6927,14294
1861,2020,Ohio,OH,PERRY COUNTY,16179,4006,11959,27651
1862,2020,Ohio,OH,PICKAWAY COUNTY,27589,7167,20059,46036
1863,2020,Ohio,OH,PIKE COUNTY,12063,3051,8872,21286
1864,2020,Ohio,OH,PORTAGE COUNTY,81136,34935,45034,132407
1865,2020,Ohio,OH,PREBLE COUNTY,21422,4435,16697,31799
1866,2020,Ohio,OH,PUTNAM COUNTY,19677,3152,16218,25257
1867,2020,Ohio,OH,RICHLAND COUNTY,58601,17231,40534,95049
1868,2020,Ohio,OH,ROSS COUNTY,32469,10345,21687,60438
1869,2020,Ohio,OH,SANDUSKY COUNTY,29436,10391,18487,45583
1870,2020,Ohio,OH,SCIOTO COUNTY,31149,8876,21926,59037
1871,2020,Ohio,OH,SENECA COUNTY,25323,8147,16739,43203
1872,2020,Ohio,OH,SHELBY COUNTY,24751,4399,19988,36627
1873,2020,Ohio,OH,STARK COUNTY,185746,74336,108610,291682
1874,2020,Ohio,OH,SUMMIT COUNTY,273990,148151,122023,428820
1875,2020,Ohio,OH,TRUMBULL COUNTY,98530,43534,53756,157776
1876,2020,Ohio,OH,TUSCARAWAS COUNTY,42794,12643,29519,70996
1877,2020,Ohio,OH,UNION COUNTY,32838,10985,21233,44532
1878,2020,Ohio,OH,VAN WERT COUNTY,14733,3026,11470,21715
1879,2020,Ohio,OH,VINTON COUNTY,5894,1306,4525,10245
1880,2020,Ohio,OH,WARREN COUNTY,132092,45040,85069,177873
1881,2020,Ohio,OH,WASHINGTON COUNTY,31382,9114,21798,48083
1882,2020,Ohio,OH,WAYNE COUNTY,53227,16340,36059,87730
1883,2020,Ohio,OH,WILLIAMS COUNTY,18292,4726,13218,28386
1884,2020,Ohio,OH,WOOD COUNTY,65806,29797,34815,104261
1885,2020,Ohio,OH,WYANDOT COUNTY,11124,2690,8248,16867
1886,2020,Pennsylvania,PA,ADAMS COUNTY,56540,18207,37523,82612
1887,2020,Pennsylvania,PA,ALLEGHENY COUNTY,719733,429065,282324,989472
1888,2020,Pennsylvania,PA,ARMSTRONG COUNTY,36356,8453,27479,52371
1889,2020,Pennsylvania,PA,BEAVER COUNTY,91857,36521,54113,132398
1890,2020,Pennsylvania,PA,BEDFORD COUNTY,27574,4367,23025,38720
1891,2020,Pennsylvania,PA,BERKS COUNTY,205528,92892,109727,327744
1892,2020,Pennsylvania,PA,BLAIR COUNTY,63595,17636,45306,97209
1893,2020,Pennsylvania,PA,BRADFORD COUNTY,30159,8046,21600,47184
1894,2020,Pennsylvania,PA,BUCKS COUNTY,396234,204712,187367,501426
1895,2020,Pennsylvania,PA,BUTLER COUNTY,113090,37379,74279,150850
1896,2020,Pennsylvania,PA,CAMBRIA COUNTY,70574,21730,48085,105298
1897,2020,Pennsylvania,PA,CAMERON COUNTY,2434,634,1771,3661
1898,2020,Pennsylvania,PA,CARBON COUNTY,33629,11212,21984,51877
1899,2020,Pennsylvania,PA,CENTRE COUNTY,77493,40055,36372,138326
1900,2020,Pennsylvania,PA,CHESTER COUNTY,314502,182372,128565,407024
1901,2020,Pennsylvania,PA,CLARION COUNTY,19493,4678,14578,31247
1902,2020,Pennsylvania,PA,CLEARFIELD COUNTY,39124,9598,28984,64899
1903,2020,Pennsylvania,PA,CLINTON COUNTY,17625,5502,11902,30943
1904,2020,Pennsylvania,PA,COLUMBIA COUNTY,30569,10289,19752,53571
1905,2020,Pennsylvania,PA,CRAWFORD COUNTY,42004,12924,28559,67333
1906,2020,Pennsylvania,PA,CUMBERLAND COUNTY,141595,62245,77212,202103
1907,2020,Pennsylvania,PA,DAUPHIN COUNTY,147358,78977,66404,215697
1908,2020,Pennsylvania,PA,DELAWARE COUNTY,327931,206423,118532,442236
1909,2020,Pennsylvania,PA,ELK COUNTY,16906,4522,12140,24173
1910,2020,Pennsylvania,PA,ERIE COUNTY,137083,68286,66869,212712
1911,2020,Pennsylvania,PA,FAYETTE COUNTY,61003,19990,40551,104556
1912,2020,Pennsylvania,PA,FOREST COUNTY,2646,728,1882,6468
1913,2020,Pennsylvania,PA,FRANKLIN COUNTY,80783,22422,57245,120801
1914,2020,Pennsylvania,PA,FULTON COUNTY,7977,1085,6824,11655
1915,2020,Pennsylvania,PA,GREENE COUNTY,17668,4911,12578,29220
1916,2020,Pennsylvania,PA,HUNTINGDON COUNTY,22792,5445,17061,37218
1917,2020,Pennsylvania,PA,INDIANA COUNTY,41198,12634,28089,69004
1918,2020,Pennsylvania,PA,JEFFERSON COUNTY,22824,4527,17960,34209
1919,2020,Pennsylvania,PA,JUNIATA COUNTY,12043,2253,9649,19221
1920,2020,Pennsylvania,PA,LACKAWANNA COUNTY,115408,61991,52332,166709
1921,2020,Pennsylvania,PA,LANCASTER COUNTY,280239,115847,160209,417849
1922,2020,Pennsylvania,PA,LAWRENCE COUNTY,46076,15978,29597,68515
1923,2020,Pennsylvania,PA,LEBANON COUNTY,71652,23932,46731,109639
1924,2020,Pennsylvania,PA,LEHIGH COUNTY,185092,98498,84418,286192
1925,2020,Pennsylvania,PA,LUZERNE COUNTY,153321,64873,86929,254741
1926,2020,Pennsylvania,PA,LYCOMING COUNTY,59254,16971,41462,90166
1927,2020,Pennsylvania,PA,MCKEAN COUNTY,19427,5076,14067,32567
1928,2020,Pennsylvania,PA,MERCER COUNTY,57954,21067,36143,88425
1929,2020,Pennsylvania,PA,MIFFLIN COUNTY,21502,4603,16670,35902
1930,2020,Pennsylvania,PA,MONROE COUNTY,82045,43038,37989,137154
1931,2020,Pennsylvania,PA,MONTGOMERY COUNTY,510157,319511,185460,652435
1932,2020,Pennsylvania,PA,MONTOUR COUNTY,9771,3771,5844,14482
1933,2020,Pennsylvania,PA,NORTHAMPTON COUNTY,170802,85006,83796,245070
1934,2020,Pennsylvania,PA,NORTHUMBERLAND COUNTY,42283,12677,28952,73081
1935,2020,Pennsylvania,PA,PERRY COUNTY,24652,5950,18293,36410
1936,2020,Pennsylvania,PA,PHILADELPHIA COUNTY,741899,604175,132870,1241890
1937,2020,Pennsylvania,PA,PIKE COUNTY,32554,13019,19213,46099
1938,2020,Pennsylvania,PA,POTTER COUNTY,9064,1726,7239,13183
1939,2020,Pennsylvania,PA,SCHUYLKILL COUNTY,70594,20722,48868,113561
1940,2020,Pennsylvania,PA,SNYDER COUNTY,19140,4910,13983,32022
1941,2020,Pennsylvania,PA,SOMERSET COUNTY,40062,8543,31105,60412
1942,2020,Pennsylvania,PA,SULLIVAN COUNTY,3595,921,2619,5428
1943,2020,Pennsylvania,PA,SUSQUEHANNA COUNTY,21264,6084,14879,32891
1944,2020,Pennsylvania,PA,TIOGA COUNTY,21075,4955,15742,32510
1945,2020,Pennsylvania,PA,UNION COUNTY,20115,7475,12356,37006
1946,2020,Pennsylvania,PA,VENANGO COUNTY,26528,7585,18569,40992
1947,2020,Pennsylvania,PA,WARREN COUNTY,20650,6066,14237,31628
1948,2020,Pennsylvania,PA,WASHINGTON COUNTY,117351,44706,71347,166709
1949,2020,Pennsylvania,PA,WAYNE COUNTY,28089,9191,18637,42996
1950,2020,Pennsylvania,PA,WESTMORELAND COUNTY,204681,72122,130209,285329
1951,2020,Pennsylvania,PA,WYOMING COUNTY,14858,4704,9936,21596
1952,2020,Pennsylvania,PA,YORK COUNTY,238465,88113,146728,350349
